Rk;Player;Nation;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
334;Sávio;br BRA;Manchester City;21-173;2004;3;1;78;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;6;1;9;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;Matches
335;Nicolò Savona;it ITA;Nott'ham Forest;22-195;2003;1;0;53;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;Matches
336;Kevin Schade;de GER;Brentford;23-307;2001;6;5;484;05.apr;1;0;1;1;0;1;1;0;01.jul;0.9;0.6;01.mai;10;2;17;0.19;0.00;0.19;0.19;0.19;0.32;0.11;0.43;0.17;0.28;Matches
337;Fabian Schär;ch SUI;Newcastle Utd;33-284;1991;4;4;351;03.sep;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;3;13;1;0.00;0.00;0.00;0.00;0.00;0.02;0.03;0.05;0.02;0.05;Matches
338;Alex Scott;eng ENG;Bournemouth;22-040;2003;6;5;363;4.0;1;0;1;1;0;0;1;0;0.2;0.2;0.3;0.5;7;9;12;0.25;0.00;0.25;0.25;0.25;0.05;0.07;0.12;0.05;0.12;Matches
339;Jenson Seelt;nl NED;Sunderland;22-130;2003;2;1;134;01.mai;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;14;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
340;Matz Sels;be BEL;Nott'ham Forest;33-216;1992;6;6;540;6.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
341;Antoine Semenyo;gh GHA;Bournemouth;25-266;2000;6;6;540;6.0;4;2;6;3;1;1;1;0;02.sep;02.jan;0.5;02.jun;17;17;34;0.67;0.33;1.00;0.50;0.83;0.48;0.08;0.56;0.35;0.43;Matches
342;Marcos Senesi;ar ARG;Bournemouth;28-143;1997;6;6;540;6.0;0;2;2;0;0;0;1;0;0.1;0.1;0.3;0.4;4;33;0;0.00;0.33;0.33;0.00;0.33;0.02;0.05;0.07;0.02;0.07;Matches
343;Benjamin Šeško;si SVN;Manchester Utd;22-122;2003;6;3;295;03.mar;1;0;1;1;0;0;0;0;01.mar;01.mar;0.1;01.apr;2;3;16;0.31;0.00;0.31;0.31;0.31;0.39;0.03;0.43;0.39;0.43;Matches
344;Ryan Sessegnon;eng ENG;Fulham;25-135;2000;5;5;389;04.mar;0;0;0;0;0;0;0;0;0.1;0.1;0.7;0.7;9;13;23;0.00;0.00;0.00;0.00;0.00;0.01;0.16;0.17;0.01;0.17;Matches
345;Luke Shaw;eng ENG;Manchester Utd;30-080;1995;6;6;518;05.aug;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;8;29;7;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.03;0.01;0.03;Matches
346;Bernardo Silva;pt POR;Manchester City;31-051;1994;6;4;359;4.0;0;1;1;0;0;0;1;0;0.1;0.1;01.jul;01.jul;7;15;20;0.00;0.25;0.25;0.00;0.25;0.01;0.42;0.44;0.01;0.44;Matches
347;Jota Silva;pt POR;Nott'ham Forest;26-060;1999;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
348;Xavi Simons;nl NED;Tottenham;22-162;2003;3;2;178;2.0;0;1;1;0;0;0;1;0;0.3;0.3;0.5;0.8;12;13;14;0.00;0.51;0.51;0.00;0.51;0.15;0.26;0.41;0.15;0.41;Matches
349;Adam Smith;eng ENG;Bournemouth;34-154;1991;3;3;206;02.mar;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;1;6;2;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.12;0.00;0.12;Matches
350;Emile Smith Rowe;eng ENG;Fulham;25-064;2000;6;0;120;01.mar;1;0;1;1;0;0;0;0;0.8;0.8;0.0;0.8;2;7;9;0.75;0.00;0.75;0.75;0.75;0.56;0.02;0.58;0.56;0.58;Matches
Rk;Player;Nation;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
351;Dominic Solanke;eng ENG;Tottenham;28-016;1997;2;0;31;0.3;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;0;2;0.00;0.00;0.00;0.00;0.00;0.57;0.00;0.57;0.57;0.57;Matches
352;Oliver Sonne;pe PER;Burnley;24-324;2000;3;1;103;01.jan;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;0;4;3;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06;Matches
353;Tomáš Souček;cz CZE;West Ham;30-215;1995;4;3;232;02.jun;0;0;0;0;0;0;0;1;0.2;0.2;0.0;0.2;1;4;2;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;Matches
354;Djed Spence;eng ENG;Tottenham;25-052;2000;6;5;404;04.mai;0;0;0;0;0;0;2;0;0.2;0.2;0.1;0.2;18;24;25;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05;Matches
355;Anton Stach;de GER;Leeds United;26-319;1998;6;6;540;6.0;1;1;2;1;0;0;1;0;0.6;0.6;1.0;01.jun;11;31;16;0.17;0.17;0.33;0.17;0.33;0.10;0.16;0.26;0.10;0.26;Matches
356;John Stones;eng ENG;Manchester City;31-125;1994;4;3;265;02.sep;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;14;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
357;Jørgen Strand Larsen;no NOR;Wolves;25-236;2000;4;3;289;03.feb;0;0;0;0;0;0;0;0;0.6;0.6;0.0;0.6;0;2;12;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.19;0.19;0.19;Matches
358;Pascal Struijk;nl NED;Leeds United;26-050;1999;6;6;540;6.0;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.4;0;12;1;0.00;0.00;0.00;0.00;0.00;0.05;0.01;0.06;0.05;0.06;Matches
359;Crysencio Summerville;nl NED;West Ham;23-335;2001;4;3;224;02.mai;0;1;1;0;0;0;0;0;0.4;0.4;0.2;0.6;6;7;18;0.00;0.40;0.40;0.00;0.40;0.17;0.07;0.24;0.17;0.24;Matches
360;Dominik Szoboszlai;hu HUN;Liverpool;24-340;2000;6;6;540;6.0;1;0;1;1;0;0;1;0;0.5;0.5;1.0;01.mai;14;39;26;0.17;0.00;0.17;0.17;0.17;0.08;0.17;0.25;0.08;0.25;Matches
361;Chemsdine Talbi;ma MAR;Sunderland;20-144;2005;6;6;473;05.mar;0;1;1;0;0;0;0;0;0.6;0.6;0.2;0.8;10;4;26;0.00;0.19;0.19;0.00;0.19;0.12;0.03;0.16;0.12;0.16;Matches
362;Ao Tanaka;jp JPN;Leeds United;27-020;1998;4;2;158;01.aug;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;1;6;2;0.00;0.00;0.00;0.00;0.00;0.05;0.06;0.12;0.05;0.12;Matches
363;James Tarkowski;eng ENG;Everton;32-315;1992;6;6;540;6.0;0;0;0;0;0;0;1;0;0.4;0.4;0.3;0.7;5;21;0;0.00;0.00;0.00;0.00;0.00;0.07;0.04;0.11;0.07;0.11;Matches
364;Marcus Tavernier;eng ENG;Bournemouth;26-192;1999;6;5;441;04.sep;1;0;1;1;0;0;0;0;0.9;0.9;0.4;01.mar;15;19;31;0.20;0.00;0.20;0.20;0.20;0.19;0.07;0.26;0.19;0.26;Matches
365;Loum Tchaouna;fr FRA;Burnley;22-022;2003;6;3;254;02.aug;0;0;0;0;0;0;1;0;0.3;0.3;0.1;0.4;4;7;10;0.00;0.00;0.00;0.00;0.00;0.11;0.04;0.15;0.11;0.15;Matches
366;Jackson Tchatchoua;cm CMR;Wolves;24-016;2001;5;2;267;3.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;5;2;27;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04;Matches
367;Mathys Tel;fr FRA;Tottenham;20-156;2005;4;1;104;01.feb;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;3;8;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;Matches
368;Kenny Tete;nl NED;Fulham;29-356;1995;5;5;450;5.0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;7;24;6;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;0.01;0.04;Matches
369;Thiago;br BRA;Brentford;24-096;2001;6;6;498;05.mai;4;0;4;3;1;1;2;0;2.0;01.mar;01.jan;02.mar;4;6;13;0.72;0.00;0.72;0.54;0.54;0.37;0.20;0.57;0.23;0.42;Matches
370;Malick Thiaw;de GER;Newcastle Utd;24-053;2001;3;2;183;2.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;3;6;0;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
371;Youri Tielemans;be BEL;Aston Villa;28-146;1997;4;4;315;03.mai;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;8;21;10;0.00;0.00;0.00;0.00;0.00;0.04;0.05;0.09;0.04;0.09;Matches
372;Jurriën Timber;nl NED;Arsenal;24-105;2001;6;5;433;04.aug;2;1;3;2;0;0;2;0;01.jun;01.jun;0.4;2.0;11;35;24;0.42;0.21;0.62;0.42;0.62;0.34;0.09;0.43;0.34;0.43;Matches
373;Jean-Clair Todibo;fr FRA;West Ham;25-274;1999;2;2;127;01.apr;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;7;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
374;Sandro Tonali;it ITA;Newcastle Utd;25-145;2000;6;6;516;05.jul;0;1;1;0;0;0;0;0;0.3;0.3;01.jan;01.apr;14;42;11;0.00;0.17;0.17;0.00;0.17;0.05;0.20;0.25;0.05;0.25;Matches
375;Pau Torres;es ESP;Aston Villa;28-257;1997;3;1;164;01.aug;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;5;13;1;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04;Matches
Rk;Player;Nation;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
376;James Trafford;eng ENG;Manchester City;22-355;2002;3;3;270;3.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
377;Adama Traoré;es ESP;Fulham;29-248;1996;4;0;139;01.mai;0;0;0;0;0;0;0;0;0.0;0.0;0.5;0.5;6;2;10;0.00;0.00;0.00;0.00;0.00;0.03;0.29;0.32;0.03;0.32;Matches
378;Bertrand Traoré;bf BFA;Sunderland;30-024;1995;1;0;31;0.3;0;0;0;0;0;0;0;0;0.1;0.1;0.6;0.7;0;0;1;0.00;0.00;0.00;0.00;0.00;0.14;jan.79;jan.93;0.14;jan.93;Matches
379;Kieran Trippier;eng ENG;Newcastle Utd;35-011;1990;5;4;340;03.aug;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;4;32;16;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.08;0.00;0.08;Matches
380;Leandro Trossard;be BEL;Arsenal;30-300;1994;4;2;220;02.apr;0;1;1;0;0;0;0;0;0.5;0.5;0.2;0.7;4;6;19;0.00;0.41;0.41;0.00;0.41;0.21;0.09;0.30;0.21;0.30;Matches
381;Adrien Truffert;fr FRA;Bournemouth;23-314;2001;6;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.5;0.6;14;31;26;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.09;0.00;0.09;Matches
382;Stefanos Tzimas;gr GRE;Brighton;19-267;2006;2;0;28;0.3;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;0;0;1;0.00;0.00;0.00;0.00;0.00;0.84;0.09;0.94;0.84;0.94;Matches
383;Christantus Uche;ng NGA;Crystal Palace;22-134;2003;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;2;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.12;0.12;0.12;Matches
384;Destiny Udogie;it ITA;Tottenham;22-306;2002;4;2;212;02.apr;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;13;16;24;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;0.01;0.04;Matches
385;Manuel Ugarte;uy URU;Manchester Utd;24-172;2001;5;2;237;02.jun;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;4;18;3;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03;Matches
386;Lesley Ugochukwu;fr FRA;Burnley;21-188;2004;5;3;266;3.0;0;0;0;0;0;0;2;1;0.1;0.1;0.0;0.1;0;6;4;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03;Matches
387;Virgil van Dijk;nl NED;Liverpool;34-084;1991;6;6;540;6.0;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;8;36;5;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
388;Joël Veltman;nl NED;Brighton;33-258;1992;4;4;325;03.jun;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;5;14;2;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches
389;Micky van de Ven;nl NED;Tottenham;24-164;2001;6;6;530;05.sep;1;0;1;1;0;0;1;0;0.7;0.7;0.1;0.8;4;18;2;0.17;0.00;0.17;0.17;0.17;0.12;0.02;0.13;0.12;0.13;Matches
390;Bart Verbruggen;nl NED;Brighton;23-043;2002;6;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;Matches
391;Guglielmo Vicario;it ITA;Tottenham;28-358;1996;6;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
392;Kyle Walker;eng ENG;Burnley;35-125;1990;6;6;540;6.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;6;14;7;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches
393;Kyle Walker-Peters;eng ENG;West Ham;28-170;1997;5;4;380;04.feb;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.2;12;15;17;0.00;0.00;0.00;0.00;0.00;0.03;0.02;0.06;0.03;0.06;Matches
394;Aaron Wan-Bissaka;cd COD;West Ham;27-308;1997;2;2;180;2.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;5;6;14;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.06;Matches
395;James Ward-Prowse;eng ENG;West Ham;30-333;1994;5;5;416;04.jun;0;0;0;0;0;0;0;0;0.1;0.1;0.9;1.0;1;20;8;0.00;0.00;0.00;0.00;0.00;0.03;0.20;0.23;0.03;0.23;Matches
396;Ollie Watkins;eng ENG;Aston Villa;29-274;1995;6;6;533;05.sep;1;0;1;1;0;0;0;0;01.apr;01.apr;0.4;01.aug;9;6;34;0.17;0.00;0.17;0.17;0.17;0.23;0.06;0.30;0.23;0.30;Matches
397;Danny Welbeck;eng ENG;Brighton;34-308;1990;6;3;277;03.jan;2;0;2;2;0;1;1;0;02.mai;01.jul;0.1;01.jul;1;1;5;0.65;0.00;0.65;0.65;0.65;0.79;0.02;0.81;0.54;0.56;Matches
398;Adam Wharton;eng ENG;Crystal Palace;21-236;2004;5;5;365;04.jan;0;0;0;0;0;0;0;0;0.1;0.1;01.aug;01.aug;4;19;2;0.00;0.00;0.00;0.00;0.00;0.02;0.44;0.46;0.02;0.46;Matches
399;Ben White;eng ENG;Arsenal;27-357;1997;1;1;71;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;1;4;0;0.00;0.00;0.00;0.00;0.00;0.02;0.06;0.07;0.02;0.07;Matches
400;Mats Wieffer;nl NED;Brighton;25-318;1999;4;2;215;02.apr;0;1;1;0;0;0;2;0;0.0;0.0;0.6;0.7;2;14;8;0.00;0.42;0.42;0.00;0.42;0.01;0.27;0.27;0.01;0.27;Matches
Rk;Player;Nation;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
401;Neco Williams;wls WAL;Nott'ham Forest;24-170;2001;6;6;540;6.0;1;0;1;1;0;0;3;0;0.2;0.2;0.5;0.6;13;35;38;0.17;0.00;0.17;0.17;0.17;0.03;0.08;0.11;0.03;0.11;Matches
402;Estêvão Willian;br BRA;Chelsea;18-159;2007;5;4;251;02.aug;0;1;1;0;0;0;1;0;01.feb;01.feb;0.9;02.jan;9;3;24;0.00;0.36;0.36;0.00;0.36;0.43;0.32;0.75;0.43;0.75;Matches
403;Joe Willock;eng ENG;Newcastle Utd;26-041;1999;2;1;87;1.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;3;1;4;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.09;0.09;0.09;Matches
404;Callum Wilson;eng ENG;West Ham;33-215;1992;5;1;171;01.sep;1;0;1;1;0;0;0;0;01.jan;01.jan;0.0;01.jan;2;1;9;0.53;0.00;0.53;0.53;0.53;0.57;0.02;0.59;0.57;0.59;Matches
405;Harry Wilson;wls WAL;Fulham;28-192;1997;6;4;374;04.feb;1;0;1;1;0;0;1;0;0.7;0.7;0.1;0.8;5;9;28;0.24;0.00;0.24;0.24;0.24;0.16;0.03;0.19;0.16;0.19;Matches
406;Ben Winterburn;eng ENG;Bournemouth;21-026;2004;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
407;Florian Wirtz;de GER;Liverpool;22-150;2003;6;5;441;04.sep;0;0;0;0;0;0;1;0;1.0;1.0;0.7;01.jul;15;28;33;0.00;0.00;0.00;0.00;0.00;0.21;0.14;0.35;0.21;0.35;Matches
408;Nick Woltemade;de GER;Newcastle Utd;23-228;2002;3;3;216;02.apr;2;0;2;2;0;0;0;0;0.6;0.6;0.0;0.6;2;2;11;0.83;0.00;0.83;0.83;0.83;0.24;0.01;0.25;0.24;0.25;Matches
409;Chris Wood;nz NZL;Nott'ham Forest;33-297;1991;6;6;466;05.feb;2;0;2;2;0;0;0;0;02.jul;02.jul;0.2;02.sep;0;6;15;0.39;0.00;0.39;0.39;0.39;0.53;0.03;0.56;0.53;0.56;Matches
410;Joe Worrall;eng ENG;Burnley;28-263;1997;3;0;18;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
411;Granit Xhaka;ch SUI;Sunderland;33-003;1992;6;6;540;6.0;0;3;3;0;0;0;2;0;0.1;0.1;0.9;1.0;2;32;4;0.00;0.50;0.50;0.00;0.50;0.02;0.14;0.16;0.02;0.16;Matches
412;Yehor Yarmoliuk;ua UKR;Brentford;21-213;2004;6;6;529;05.sep;0;1;1;0;0;0;1;0;0.2;0.2;0.2;0.4;7;17;3;0.00;0.17;0.17;0.00;0.17;0.04;0.03;0.07;0.04;0.07;Matches
413;Ryan Yates;eng ENG;Nott'ham Forest;27-313;1997;3;0;25;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
414;Leny Yoro;fr FRA;Manchester Utd;19-321;2005;6;4;368;04.jan;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;5;16;2;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;Matches
415;Oleksandr Zinchenko;ua UKR;Nott'ham Forest;28-289;1996;2;2;180;2.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;4;18;6;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.04;0.02;0.04;Matches
416;Joshua Zirkzee;nl NED;Manchester Utd;24-131;2001;3;0;74;0.8;0;0;0;0;0;0;0;0;0.8;0.8;0.0;0.8;0;3;4;0.00;0.00;0.00;0.00;0.00;0.90;0.05;0.96;0.90;0.96;Matches
417;Martín Zubimendi;es ESP;Arsenal;26-240;1999;6;6;532;05.sep;2;0;2;2;0;0;1;0;0.3;0.3;0.5;0.8;4;27;6;0.34;0.00;0.34;0.34;0.34;0.05;0.09;0.14;0.05;0.14;Matches
418;Martin Ødegaard;no NOR;Arsenal;26-287;1998;5;3;174;01.sep;0;1;1;0;0;0;0;0;0.1;0.1;0.4;0.5;9;21;4;0.00;0.52;0.52;0.00;0.52;0.07;0.19;0.26;0.07;0.26;Matches
