index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,xA,xGC,home,game_id
11,Moisés Caicedo,25.0,ec ECU,DM,23-288,90,0,0,0,0,1,0,0,0,81,5,3,4,0.0,0.0,0.0,2,0,63,67,94.0,8,57,1,2,1,,,,,,,,,,,,,,,,,,,,,5,4,0.0,1.2,1,7
12,Pedro Neto,7.0,pt POR,"RW,LW",25-161,90,0,0,0,0,1,0,0,0,55,1,1,0,0.0,0.0,0.3,6,0,35,45,77.8,5,35,3,5,3,,,,,,,,,,,,,,,,,,,,,2,6,0.2,1.2,1,7
13,Reece James,24.0,eng ENG,RB,25-252,78,0,0,0,0,0,0,1,0,93,1,4,1,0.0,0.0,0.2,4,0,74,84,88.1,8,65,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.2,1,7
14,Robert Sánchez,1.0,es ESP,GK,27-272,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,1,0,26,36,72.2,0,26,0,0,0,4.0,0.0,4.0,100.0,0.3,2.0,11.0,18.2,30.0,2.0,30.0,30.9,6.0,33.3,33.3,10.0,0.0,0.0,1.0,15.8,0,3,0.0,1.2,1,7
15,Trevoh Chalobah,23.0,eng ENG,CB,26-043,90,0,0,0,0,1,0,0,0,114,0,1,1,0.1,0.1,0.0,1,0,92,102,90.2,8,85,1,1,1,,,,,,,,,,,,,,,,,,,,,18,34,1.3,1.2,1,7
0,13 Players,,,,,990,0,0,0,0,11,4,3,0,380,16,7,15,0.6,0.6,0.3,15,0,184,257,71.6,16,153,5,10,5,,,,,,,,,,,,,,,,,,,,,4,3,0.0,3.1,0,7
1,Adam Wharton,20.0,eng ENG,CM,21-076,90,0,0,0,0,0,0,0,0,29,0,0,3,0.0,0.0,0.3,2,0,16,22,72.7,4,14,1,2,2,,,,,,,,,,,,,,,,,,,,,1,5,0.0,3.1,0,7
2,Chris Richards,26.0,us USA,CB,25-142,90,0,0,0,0,1,0,0,0,32,2,1,2,0.1,0.1,0.0,1,0,19,21,90.5,0,15,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,3.1,0,7
3,Daniel Muñoz,2.0,co COL,WB,29-083,90,0,0,0,0,1,0,1,0,36,2,2,0,0.0,0.0,0.0,1,0,16,26,61.5,1,14,2,2,1,,,,,,,,,,,,,,,,,,,,,3,3,0.0,3.1,0,7
4,Dean Henderson,1.0,eng ENG,GK,28-158,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,21,30,70.0,0,16,0,0,0,2.0,0.0,2.0,100.0,0.7,8.0,16.0,50.0,17.0,2.0,52.9,43.6,13.0,53.8,40.7,19.0,0.0,0.0,1.0,12.0,3,3,0.0,3.1,0,7
5,Eberechi Eze,10.0,eng ENG,AM,27-049,83,0,0,0,0,6,2,0,0,37,1,0,1,0.2,0.2,0.0,3,0,16,25,64.0,1,18,0,4,2,,,,,,,,,,,,,,,,,,,,,1,2,0.0,3.1,0,7
6,Ismaila Sarr,7.0,sn SEN,AM,27-173,90,0,0,0,0,0,0,0,0,29,0,0,2,0.0,0.0,0.0,4,0,12,15,80.0,3,15,1,2,0,,,,,,,,,,,,,,,,,,,,,1,4,0.1,3.1,0,7
7,Jean-Philippe Mateta,14.0,fr FRA,FW,28-050,90,0,0,0,0,3,2,1,0,26,1,1,0,0.3,0.3,0.0,0,0,10,14,71.4,3,16,1,0,0,,,,,,,,,,,,,,,,,,,,,6,5,0.0,3.1,0,7
8,Jefferson Lerma,8.0,co COL,CM,30-296,21,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,4,2,0.0,3.1,0,7
9,Justin Devenny,55.0,nir NIR,AM,21-310,7,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,5,1,0.0,3.1,0,7
10,Marc Guéhi,6.0,eng ENG,CB,25-035,90,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,1,0,16,20,80.0,1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,8,2,0.0,3.1,0,7
11,Maxence Lacroix,5.0,fr FRA,CB,25-133,90,0,0,0,0,0,0,0,0,45,3,2,4,0.0,0.0,0.0,1,0,20,22,90.9,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,4,0,0.0,3.1,0,7
12,Tyrick Mitchell,3.0,eng ENG,WB,25-350,90,0,0,0,0,0,0,0,0,55,5,0,1,0.0,0.0,0.0,1,0,25,42,59.5,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,2,2,0.0,3.1,0,7
13,Will Hughes,19.0,eng ENG,CM,30-122,69,0,0,0,0,0,0,1,0,21,0,1,2,0.0,0.0,0.0,0,0,10,14,71.4,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,43,32,0.1,3.1,0,7
0,15 Players,,,,,990,0,0,0,0,22,7,1,0,625,22,4,9,1.5,1.5,1.1,42,0,418,514,81.3,48,372,31,14,9,,,,,,,,,,,,,,,,,,,,,0,2,0.1,2.5,1,8
1,Altay Bayındır,1.0,tr TUR,GK,27-125,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,1,0,38,48,79.2,0,40,0,0,0,3.0,1.0,2.0,66.7,1.2,5.0,15.0,33.3,46.0,3.0,30.4,32.0,2.0,50.0,38.5,8.0,2.0,25.0,1.0,9.5,0,2,0.2,2.5,1,8
2,Amad Diallo,16.0,ci CIV,WB,23-037,36,0,0,0,0,1,1,0,0,26,3,0,0,0.0,0.0,0.1,4,0,17,20,85.0,2,15,5,2,2,,,,,,,,,,,,,,,,,,,,,0,1,0.1,2.5,1,8
3,Benjamin Šeško,30.0,si SVN,FW,22-078,26,0,0,0,0,2,0,0,0,7,0,0,0,0.1,0.1,0.1,2,0,4,4,100.0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0.1,2.5,1,8
4,Bruno Fernandes,8.0,pt POR,CM,30-343,90,0,0,0,0,2,0,0,0,73,3,0,1,0.2,0.2,0.2,12,0,49,62,79.0,10,35,2,2,1,,,,,,,,,,,,,,,,,,,,,2,6,0.3,2.5,1,8
5,Bryan Mbeumo,19.0,cm CMR,AM,26-010,90,0,0,0,0,5,2,0,0,49,0,0,1,0.4,0.4,0.0,2,0,25,36,69.4,3,35,8,2,1,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.5,1,8
6,Casemiro,18.0,br BRA,CM,33-175,64,0,0,0,0,0,0,0,0,38,3,0,2,0.0,0.0,0.1,2,0,25,33,75.8,4,19,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.5,1,8
7,Diogo Dalot,2.0,pt POR,WB,26-152,54,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.1,1,0,19,21,90.5,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.5,1,8
8,Harry Maguire,5.0,eng ENG,CB,32-165,11,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,3,2,0.1,2.5,1,8
9,Leny Yoro,15.0,fr FRA,CB,19-277,90,0,0,0,0,0,0,0,0,80,1,4,0,0.0,0.0,0.0,3,0,59,65,90.8,2,50,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.5,1,8
10,Luke Shaw,23.0,eng ENG,CB,30-036,79,0,0,0,0,0,0,0,0,63,3,0,1,0.0,0.0,0.1,1,0,45,58,77.6,5,42,2,0,0,,,,,,,,,,,,,,,,,,,,,1,5,0.0,2.5,1,8
11,Manuel Ugarte Ribeiro,25.0,uy URU,CM,24-128,26,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,17,19,89.5,6,15,2,0,0,,,,,,,,,,,,,,,,,,,,,3,0,0.0,2.5,1,8
12,Mason Mount,7.0,eng ENG,AM,26-219,64,0,0,0,0,2,0,0,0,32,1,0,0,0.1,0.1,0.1,2,0,20,27,74.1,5,14,2,0,0,,,,,,,,,,,,,,,,,,,,,6,4,0.1,2.5,1,8
13,Matheus Cunha,10.0,br BRA,"FW,AM",26-082,90,0,0,0,0,4,3,0,0,24,1,0,0,0.4,0.4,0.0,7,0,14,16,87.5,3,21,5,6,4,,,,,,,,,,,,,,,,,,,,,6,4,0.0,2.5,1,8
14,Matthijs de Ligt,4.0,nl NED,CB,26-005,90,0,0,0,0,3,1,0,0,73,2,0,3,0.2,0.2,0.2,2,0,50,58,86.2,4,38,1,0,0,,,,,,,,,,,,,,,,,,,,,1,2,0.0,2.5,1,8
15,Patrick Dorgu,13.0,dk DEN,WB,20-295,90,0,0,0,0,2,0,1,0,55,4,0,1,0.0,0.0,0.0,2,0,31,40,77.5,2,29,3,2,1,,,,,,,,,,,,,,,,,,,,,23,39,0.9,2.5,1,8
0,16 Players,,,,,990,1,0,0,0,9,3,4,0,464,18,4,12,1.3,1.3,0.3,14,2,239,331,72.2,24,232,12,28,9,,,,,,,,,,,,,,,,,,,,,1,1,0.1,2.9,0,8
1,Ben White,4.0,eng ENG,RB,27-313,70,0,0,0,0,1,0,0,0,38,2,1,2,0.0,0.0,0.0,2,0,21,27,77.8,4,13,1,1,1,,,,,,,,,,,,,,,,,,,,,1,2,0.0,2.9,0,8
2,Bukayo Saka,7.0,eng ENG,RW,23-346,90,0,0,0,0,1,0,0,0,36,3,0,1,0.1,0.1,0.0,2,0,16,21,76.2,2,20,2,8,3,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.9,0,8
3,David Raya,1.0,es ESP,GK,29-336,90,0,0,0,0,0,0,1,0,39,0,0,0,0.0,0.0,0.0,0,0,22,37,59.5,0,23,0,0,0,7.0,0.0,7.0,100.0,0.7,5.0,20.0,25.0,28.0,9.0,39.3,34.4,9.0,100.0,64.8,11.0,2.0,18.2,0.0,9.2,0,0,0.0,2.9,0,8
4,Declan Rice,41.0,eng ENG,LM,26-215,82,0,0,0,0,3,0,0,0,32,0,0,1,0.1,0.1,0.0,0,0,20,27,74.1,2,22,2,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.1,2.9,0,8
5,Gabriel Magalhães,6.0,br BRA,CB,27-241,90,0,0,0,0,0,0,0,0,38,1,0,3,0.0,0.0,0.0,0,0,19,27,70.4,1,17,0,1,0,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.9,0,8
6,Gabriel Martinelli,11.0,br BRA,LW,24-060,59,0,0,0,0,1,1,0,0,12,1,0,0,0.0,0.0,0.0,1,0,3,6,50.0,1,8,1,1,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,2.9,0,8
7,Jurriën Timber,12.0,nl NED,RB,24-061,20,0,0,0,0,0,0,1,0,17,2,0,0,0.0,0.0,0.0,0,0,2,7,28.6,0,7,0,4,0,,,,,,,,,,,,,,,,,,,,,2,5,0.0,2.9,0,8
8,Kai Havertz,29.0,de GER,FW,26-067,31,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,5,9,55.6,2,11,1,4,1,,,,,,,,,,,,,,,,,,,,,5,7,0.3,2.9,0,8
9,Martin Ødegaard,8.0,no NOR,RM,26-243,90,0,0,0,0,2,1,0,0,60,1,1,0,0.1,0.1,0.1,4,1,31,45,68.9,6,31,4,5,3,,,,,,,,,,,,,,,,,,,,,3,5,0.0,2.9,0,8
10,Martín Zubimendi,36.0,es ESP,CM,26-196,90,0,0,0,0,0,0,0,0,55,3,1,3,0.0,0.0,0.0,0,0,39,45,86.7,2,26,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,2.9,0,8
11,Mikel Merino,23.0,es ESP,LM,29-056,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,3,1,0.0,2.9,0,8
12,Myles Lewis-Skelly,49.0,eng ENG,LB,18-325,19,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,7,3,0.0,2.9,0,8
13,Noni Madueke,20.0,eng ENG,LW,23-160,31,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,7,8,87.5,1,7,0,2,0,,,,,,,,,,,,,,,,,,,,,4,4,0.0,2.9,0,8
14,Riccardo Calafiori,33.0,it ITA,LB,23-090,71,1,0,0,0,1,1,1,0,35,1,0,0,0.9,0.9,0.0,1,1,24,28,85.7,2,14,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0.0,2.9,0,8
15,Viktor Gyökeres,14.0,se SWE,FW,27-074,59,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,5,11,45.5,0,9,0,1,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.9,0,8
16,William Saliba,2.0,fr FRA,CB,24-146,90,0,0,0,0,0,0,0,0,43,4,1,2,0.0,0.0,0.0,0,0,22,26,84.6,1,21,1,1,1,,,,,,,,,,,,,,,,,,,,,29,39,0.5,2.9,0,8
0,16 Players,,,,,990,1,0,1,1,20,2,0,0,648,15,9,9,2.1,1.3,1.0,32,1,427,534,80.0,44,321,17,21,6,,,,,,,,,,,,,,,,,,,,,0,3,0.0,1.5,1,9
1,Anton Stach,18.0,de GER,LM,26-276,90,0,0,0,0,4,1,0,0,83,2,1,2,0.3,0.3,0.4,10,1,51,65,78.5,12,31,4,4,1,,,,,,,,,,,,,,,,,,,,,1,2,0.0,1.5,1,9
2,Ao Tanaka,22.0,jp JPN,RM,26-342,89,0,0,0,0,2,0,0,0,54,0,1,1,0.1,0.1,0.1,5,0,42,48,87.5,6,30,1,2,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.5,1,9
3,Brenden Aaronson,11.0,us USA,LW,24-300,24,0,0,0,0,0,0,0,0,12,2,0,1,0.0,0.0,0.2,3,0,7,7,100.0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.2,1.5,1,9
4,Daniel James,7.0,wls WAL,RW,27-281,77,0,0,0,0,2,0,0,0,31,0,0,1,0.1,0.1,0.2,2,0,10,22,45.5,2,10,1,2,0,,,,,,,,,,,,,,,,,,,,,1,1,0.1,1.5,1,9
5,Ethan Ampadu,4.0,wls WAL,CM,24-338,77,0,0,0,0,0,0,0,0,71,3,1,0,0.0,0.0,0.0,1,0,51,66,77.3,3,28,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.5,1,9
6,Gabriel Gudmundsson,3.0,se SWE,LB,26-111,90,0,0,0,0,3,0,0,0,74,1,2,1,0.2,0.2,0.1,4,0,46,60,76.7,5,40,6,6,4,,,,,,,,,,,,,,,,,,,,,5,3,0.3,1.5,1,9
7,Ilia Gruev,44.0,bg BUL,CM,25-104,13,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.5,1,9
8,Jack Harrison,20.0,eng ENG,RW,28-271,13,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,1,0,5,9,55.6,1,6,2,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0.0,1.5,1,9
9,Jayden Bogle,2.0,eng ENG,RB,25-022,90,0,0,0,0,1,0,0,0,44,2,0,1,0.0,0.0,0.0,1,0,26,36,72.2,4,17,1,1,1,,,,,,,,,,,,,,,,,,,,,0,5,0.0,1.5,1,9
10,Joe Rodon,6.0,wls WAL,CB,27-300,90,0,0,0,0,0,0,0,0,64,0,2,0,0.0,0.0,0.0,0,0,48,55,87.3,3,36,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.5,1,9
11,Joël Piroe,10.0,nl NED,FW,26-016,77,0,0,0,0,3,1,0,0,26,0,0,0,0.3,0.3,0.0,1,0,15,18,83.3,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,4,6,0.1,1.5,1,9
12,Lucas Perri,1.0,br BRA,GK,27-251,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,20,32,62.5,0,23,0,0,0,1.0,0.0,1.0,100.0,0.1,3.0,14.0,21.4,30.0,3.0,40.0,36.9,2.0,100.0,57.0,10.0,1.0,10.0,0.0,9.6,8,5,0.0,1.5,1,9
13,Lukas Nmecha,14.0,de GER,FW,26-247,13,1,0,1,1,1,0,0,0,8,0,0,0,0.8,0.1,0.0,2,0,4,5,80.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,6,2,0.0,1.5,1,9
14,Pascal Struijk,5.0,nl NED,CB,26-007,90,0,0,0,0,1,0,0,0,80,0,0,0,0.1,0.1,0.0,2,0,69,70,98.6,4,52,0,0,0,,,,,,,,,,,,,,,,,,,,,2,3,0.0,1.5,1,9
15,Sean Longstaff,8.0,eng ENG,RM,27-292,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.5,1,9
16,Wilfried Gnonto,29.0,it ITA,LW,21-286,66,0,0,0,0,3,0,0,0,50,4,2,2,0.1,0.1,0.0,0,0,28,35,80.0,2,29,2,6,0,,,,,,,,,,,,,,,,,,,,,28,35,0.8,1.5,1,9
0,13 Players,,,,,990,0,0,0,0,7,1,2,0,582,16,2,17,0.8,0.8,0.3,13,0,349,450,77.6,28,277,9,24,6,,,,,,,,,,,,,,,,,,,,,2,1,0.0,4.1,0,9
1,Beto,9.0,gw GNB,FW,27-199,90,0,0,0,0,1,0,0,0,22,1,0,1,0.1,0.1,0.0,2,0,5,9,55.6,0,6,0,1,0,,,,,,,,,,,,,,,,,,,,,0,6,0.0,4.1,0,9
2,Carlos Alcaraz,24.0,ar ARG,"RW,AM",22-261,85,0,0,0,0,1,1,1,0,38,1,0,2,0.0,0.0,0.0,3,0,20,25,80.0,1,15,1,2,2,,,,,,,,,,,,,,,,,,,,,0,4,0.0,4.1,0,9
3,Idrissa Gana Gueye,27.0,sn SEN,DM,35-326,90,0,0,0,0,1,0,0,0,58,1,0,1,0.0,0.0,0.1,1,0,42,50,84.0,6,32,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,4.1,0,9
4,Iliman Ndiaye,10.0,sn SEN,"LW,RW",25-165,90,0,0,0,0,0,0,0,0,32,2,0,2,0.0,0.0,0.0,2,0,16,21,76.2,0,15,0,5,1,,,,,,,,,,,,,,,,,,,,,2,2,0.2,4.1,0,9
5,Jack Grealish,18.0,eng ENG,LW,29-342,20,0,0,0,0,1,0,0,0,15,0,0,1,0.0,0.0,0.0,1,0,9,11,81.8,2,11,2,2,0,,,,,,,,,,,,,,,,,,,,,1,3,0.1,4.1,0,9
6,Jake O'Brien,15.0,ie IRL,RB,24-095,90,0,0,0,0,1,0,0,0,57,2,0,1,0.2,0.2,0.0,0,0,23,43,53.5,2,12,0,3,0,,,,,,,,,,,,,,,,,,,,,2,3,0.0,4.1,0,9
7,James Garner,37.0,eng ENG,LB,24-158,90,0,0,0,0,1,0,0,0,71,2,1,3,0.0,0.0,0.0,1,0,50,60,83.3,6,39,1,2,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.1,0,9
8,James Tarkowski,6.0,eng ENG,CB,32-272,90,0,0,0,0,1,0,0,0,81,2,1,3,0.4,0.4,0.0,0,0,50,62,80.6,7,50,3,3,1,,,,,,,,,,,,,,,,,,,,,2,2,0.0,4.1,0,9
9,Jordan Pickford,1.0,eng ENG,GK,31-164,90,0,0,0,0,0,0,0,0,64,0,0,0,0.0,0.0,0.0,0,0,43,59,72.9,0,32,0,0,0,3.0,1.0,2.0,100.0,1.1,9.0,25.0,36.0,46.0,5.0,39.1,33.3,13.0,53.8,42.4,20.0,1.0,5.0,2.0,14.7,8,3,0.0,4.1,0,9
10,Kiernan Dewsbury-Hall,22.0,eng ENG,"AM,DM",26-346,90,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.2,3,0,27,35,77.1,2,18,2,2,1,,,,,,,,,,,,,,,,,,,,,9,1,0.0,4.1,0,9
11,Michael Keane,5.0,eng ENG,CB,32-219,90,0,0,0,0,0,0,0,0,69,0,0,1,0.0,0.0,0.0,0,0,49,56,87.5,1,36,0,1,1,,,,,,,,,,,,,,,,,,,,,4,4,0.0,4.1,0,9
12,Thierno Barry,11.0,fr FRA,AM,22-301,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,2,1,0.0,4.1,0,9
13,Tim Iroegbunam,42.0,eng ENG,DM,22-049,70,0,0,0,0,0,0,1,0,29,3,0,2,0.0,0.0,0.0,0,0,14,17,82.4,1,10,0,2,0,,,,,,,,,,,,,,,,,,,,,32,31,0.4,4.1,0,9
